SEQN,CBD010,CBQ020,CBQ030,CBQ040,CBQ050,CBQ060,CBD070,CBD090,CBD110,CBD120,CBD130,CBQ140,CBD150,CBD160,CBD170,CBD180,CBQ190
45694.0,1.0,1.0,1.0,1.0,1.0,5.0,600.0,100.0,100.0,30.0,30.0,1.0,5.0,5.0,60.0,4.0,4.0
45695.0,2.0,3.0,3.0,1.0,5.0,1.0,250.0,75.0,300.0,200.0,20.0,4.0,2.0,2.0,20.0,7.0,2.0
45696.0,2.0,2.0,2.0,3.0,5.0,3.0,430.0,0.0,50.0,60.0,0.0,4.0,20.0,7.0,120.0,3.0,3.0
45697.0,2.0,1.0,5.0,1.0,5.0,1.0,40.0,0.0,0.0,100.0,200.0,6.0,5.0,0.0,nan,666.0,nan
45698.0,2.0,1.0,1.0,1.0,5.0,1.0,400.0,120.0,128.0,999999.0,0.0,3.0,10.0,7.0,60.0,5.0,5.0
45699.0,2.0,2.0,4.0,1.0,1.0,1.0,857.0,257.0,0.0,300.0,0.0,2.0,10.0,3.0,60.0,12.0,4.0
45700.0,2.0,2.0,2.0,1.0,5.0,1.0,400.0,0.0,0.0,40.0,0.0,3.0,330.0,4.0,120.0,4.0,4.0
45701.0,nan,2.0,2.0,1.0,5.0,5.0,250.0,50.0,0.0,0.0,0.0,3.0,5.0,0.0,nan,666.0,nan
45702.0,2.0,1.0,1.0,4.0,5.0,1.0,500.0,0.0,300.0,999999.0,0.0,2.0,5.0,7.0,60.0,2.0,2.0
45703.0,2.0,1.0,1.0,1.0,1.0,4.0,428.0,107.0,85.0,200.0,85.0,2.0,6.0,7.0,60.0,14.0,7.0
45704.0,2.0,1.0,3.0,1.0,5.0,1.0,600.0,0.0,0.0,257.0,0.0,2.0,60.0,7.0,90.0,7.0,7.0
45705.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
45706.0,2.0,1.0,2.0,3.0,3.0,3.0,100.0,0.0,500.0,400.0,0.0,3.0,5.0,0.0,nan,7.0,7.0
45707.0,2.0,2.0,2.0,1.0,5.0,1.0,500.0,70.0,0.0,120.0,0.0,3.0,10.0,4.0,120.0,0.0,nan
45708.0,2.0,1.0,1.0,1.0,5.0,1.0,200.0,0.0,0.0,100.0,0.0,2.0,6.0,7.0,60.0,7.0,7.0
45709.0,2.0,1.0,1.0,3.0,5.0,1.0,600.0,0.0,0.0,75.0,0.0,3.0,15.0,7.0,60.0,7.0,4.0
45710.0,nan,1.0,1.0,3.0,5.0,4.0,171.0,21.0,0.0,300.0,0.0,2.0,5.0,4.0,90.0,666.0,nan
45711.0,1.0,1.0,1.0,1.0,5.0,3.0,250.0,30.0,0.0,300.0,40.0,4.0,15.0,7.0,90.0,7.0,7.0
45712.0,2.0,1.0,1.0,3.0,5.0,4.0,400.0,50.0,0.0,0.0,0.0,4.0,20.0,7.0,30.0,666.0,nan
45713.0,2.0,1.0,1.0,1.0,1.0,1.0,150.0,40.0,50.0,50.0,25.0,2.0,15.0,4.0,120.0,4.0,4.0
45714.0,2.0,1.0,1.0,2.0,1.0,4.0,300.0,0.0,0.0,200.0,0.0,2.0,5.0,6.0,80.0,7.0,7.0
45715.0,2.0,2.0,2.0,3.0,5.0,2.0,300.0,30.0,100.0,50.0,0.0,2.0,300.0,7.0,90.0,7.0,7.0
45716.0,2.0,3.0,1.0,5.0,5.0,3.0,200.0,0.0,0.0,0.0,0.0,4.0,20.0,7.0,60.0,7.0,7.0
45717.0,2.0,3.0,1.0,1.0,4.0,1.0,600.0,0.0,0.0,250.0,50.0,3.0,7.0,4.0,30.0,5.0,5.0
45718.0,1.0,3.0,4.0,2.0,1.0,1.0,2000.0,0.0,500.0,100.0,500.0,2.0,5.0,3.0,30.0,2.0,2.0
45719.0,2.0,2.0,3.0,3.0,5.0,1.0,250.0,0.0,0.0,50.0,0.0,2.0,15.0,5.0,60.0,5.0,5.0
45720.0,2.0,1.0,1.0,1.0,5.0,1.0,263.0,0.0,0.0,0.0,0.0,3.0,20.0,7.0,60.0,7.0,7.0
45721.0,2.0,3.0,3.0,1.0,5.0,1.0,400.0,0.0,0.0,20.0,0.0,4.0,10.0,6.0,120.0,3.0,3.0
45722.0,2.0,1.0,1.0,1.0,5.0,5.0,100.0,0.0,0.0,30.0,0.0,3.0,10.0,7.0,120.0,7.0,7.0
45723.0,2.0,2.0,2.0,3.0,3.0,4.0,200.0,40.0,50.0,100.0,30.0,3.0,15.0,3.0,30.0,0.0,nan
45724.0,2.0,1.0,3.0,1.0,5.0,4.0,150.0,0.0,35.0,164.0,80.0,5.0,25.0,0.0,nan,0.0,nan
45725.0,2.0,1.0,2.0,2.0,5.0,2.0,642.0,0.0,0.0,24.0,60.0,2.0,10.0,7.0,60.0,7.0,7.0
45726.0,1.0,1.0,1.0,3.0,5.0,4.0,857.0,342.0,0.0,321.0,30.0,2.0,30.0,7.0,60.0,0.0,nan
45727.0,1.0,1.0,1.0,2.0,5.0,2.0,300.0,70.0,200.0,150.0,30.0,2.0,5.0,7.0,90.0,4.0,4.0
45728.0,1.0,1.0,1.0,3.0,1.0,4.0,428.0,0.0,100.0,100.0,0.0,1.0,25.0,7.0,60.0,7.0,7.0
45729.0,1.0,1.0,1.0,4.0,5.0,3.0,400.0,0.0,200.0,100.0,50.0,3.0,300.0,5.0,120.0,7.0,7.0
45730.0,2.0,1.0,1.0,2.0,5.0,1.0,428.0,85.0,0.0,128.0,0.0,2.0,5.0,6.0,30.0,666.0,nan
45731.0,2.0,1.0,1.0,1.0,5.0,1.0,320.0,0.0,0.0,0.0,10.0,2.0,5.0,7.0,90.0,7.0,7.0
45732.0,2.0,1.0,1.0,1.0,1.0,1.0,200.0,20.0,10.0,30.0,0.0,4.0,10.0,7.0,60.0,7.0,7.0
45733.0,2.0,2.0,3.0,1.0,5.0,2.0,80.0,0.0,60.0,0.0,0.0,4.0,30.0,3.0,120.0,666.0,nan
45734.0,2.0,3.0,2.0,3.0,5.0,4.0,200.0,0.0,0.0,30.0,0.0,2.0,10.0,7.0,60.0,7.0,7.0
45735.0,2.0,2.0,1.0,1.0,5.0,2.0,300.0,0.0,0.0,40.0,0.0,2.0,25.0,7.0,45.0,0.0,nan
45736.0,2.0,1.0,1.0,3.0,1.0,3.0,500.0,0.0,0.0,25.0,75.0,1.0,15.0,7.0,120.0,3.0,3.0
45737.0,1.0,2.0,1.0,3.0,1.0,5.0,400.0,0.0,300.0,128.0,0.0,3.0,20.0,4.0,60.0,3.0,3.0
45738.0,2.0,1.0,1.0,1.0,5.0,5.0,400.0,0.0,200.0,50.0,0.0,2.0,15.0,7.0,180.0,7.0,7.0
45739.0,2.0,2.0,2.0,2.0,5.0,5.0,125.0,0.0,0.0,20.0,0.0,4.0,5.0,4.0,60.0,1.0,1.0
45740.0,2.0,1.0,3.0,3.0,5.0,5.0,1285.0,0.0,0.0,0.0,0.0,2.0,15.0,7.0,120.0,7.0,7.0
45741.0,2.0,1.0,4.0,1.0,3.0,3.0,400.0,0.0,50.0,250.0,250.0,2.0,10.0,4.0,90.0,2.0,1.0
45742.0,2.0,2.0,1.0,3.0,3.0,3.0,100.0,0.0,10.0,10.0,0.0,4.0,5.0,7.0,90.0,7.0,7.0
45743.0,2.0,1.0,1.0,1.0,1.0,1.0,450.0,0.0,0.0,107.0,40.0,3.0,10.0,4.0,1.0,5.0,5.0
45744.0,1.0,2.0,1.0,1.0,5.0,4.0,700.0,200.0,200.0,100.0,50.0,2.0,30.0,4.0,120.0,0.0,nan
45745.0,2.0,1.0,1.0,1.0,5.0,3.0,300.0,0.0,150.0,40.0,0.0,2.0,30.0,7.0,60.0,7.0,7.0
45746.0,2.0,1.0,2.0,1.0,5.0,1.0,30.0,0.0,15.0,24.0,0.0,4.0,15.0,4.0,120.0,666.0,nan
45747.0,2.0,1.0,3.0,2.0,5.0,1.0,200.0,30.0,50.0,180.0,0.0,3.0,10.0,4.0,20.0,1.0,1.0
45748.0,1.0,1.0,1.0,1.0,4.0,5.0,400.0,60.0,0.0,250.0,100.0,3.0,2.0,7.0,45.0,5.0,5.0
45749.0,2.0,1.0,4.0,1.0,5.0,1.0,800.0,0.0,0.0,1600.0,0.0,3.0,10.0,0.0,nan,2.0,1.0
45750.0,2.0,1.0,1.0,3.0,5.0,5.0,750.0,0.0,300.0,0.0,40.0,3.0,10.0,7.0,180.0,7.0,7.0
45751.0,2.0,1.0,4.0,1.0,4.0,1.0,600.0,100.0,150.0,600.0,0.0,1.0,2.0,4.0,120.0,2.0,2.0
45752.0,1.0,1.0,1.0,1.0,1.0,1.0,800.0,100.0,1000.0,400.0,40.0,2.0,5.0,5.0,60.0,14.0,14.0
45753.0,2.0,1.0,1.0,4.0,5.0,1.0,100.0,0.0,0.0,60.0,0.0,3.0,5.0,2.0,45.0,666.0,nan
45754.0,2.0,1.0,2.0,1.0,1.0,5.0,800.0,70.0,40.0,0.0,0.0,2.0,20.0,7.0,60.0,7.0,7.0
45755.0,2.0,3.0,3.0,3.0,5.0,2.0,230.0,8.0,0.0,168.0,0.0,3.0,5.0,2.0,30.0,666.0,nan
45756.0,2.0,3.0,1.0,1.0,5.0,2.0,428.0,171.0,0.0,214.0,0.0,2.0,15.0,6.0,60.0,6.0,6.0
45757.0,2.0,1.0,1.0,4.0,5.0,5.0,100.0,0.0,10.0,10.0,0.0,2.0,10.0,7.0,60.0,666.0,nan
45758.0,2.0,1.0,1.0,1.0,5.0,5.0,400.0,0.0,0.0,80.0,0.0,2.0,30.0,3.0,60.0,7.0,3.0
45759.0,2.0,1.0,2.0,3.0,1.0,5.0,400.0,0.0,100.0,0.0,0.0,2.0,5.0,7.0,60.0,7.0,7.0
45760.0,2.0,2.0,5.0,1.0,5.0,3.0,300.0,100.0,0.0,0.0,0.0,2.0,10.0,7.0,180.0,7.0,7.0
45761.0,2.0,1.0,1.0,1.0,1.0,1.0,400.0,25.0,0.0,100.0,107.0,2.0,10.0,3.0,90.0,0.0,nan
45762.0,2.0,1.0,1.0,2.0,5.0,5.0,500.0,0.0,0.0,20.0,0.0,2.0,30.0,6.0,30.0,6.0,6.0
45763.0,2.0,1.0,1.0,1.0,5.0,1.0,200.0,0.0,0.0,100.0,0.0,5.0,10.0,5.0,60.0,1.0,0.0
45764.0,2.0,1.0,1.0,2.0,1.0,4.0,214.0,64.0,60.0,160.0,0.0,2.0,10.0,5.0,90.0,7.0,5.0
45765.0,1.0,1.0,3.0,3.0,1.0,5.0,900.0,50.0,0.0,60.0,60.0,5.0,5.0,5.0,60.0,1.0,1.0
45766.0,2.0,1.0,1.0,1.0,5.0,1.0,600.0,100.0,0.0,5.0,300.0,2.0,10.0,2.0,60.0,666.0,nan
45767.0,2.0,2.0,2.0,4.0,2.0,4.0,385.0,0.0,50.0,171.0,0.0,1.0,10.0,7.0,120.0,7.0,7.0
45768.0,2.0,1.0,5.0,3.0,1.0,2.0,350.0,75.0,0.0,400.0,0.0,1.0,10.0,1.0,40.0,1.0,1.0
45769.0,2.0,2.0,5.0,3.0,5.0,1.0,500.0,150.0,20.0,428.0,0.0,2.0,10.0,6.0,120.0,4.0,4.0
45770.0,2.0,1.0,1.0,2.0,5.0,3.0,428.0,0.0,214.0,100.0,50.0,2.0,2.0,7.0,60.0,7.0,7.0
45771.0,2.0,1.0,1.0,4.0,5.0,5.0,500.0,0.0,0.0,999999.0,0.0,5.0,15.0,7.0,120.0,7.0,7.0
45772.0,2.0,3.0,4.0,1.0,5.0,1.0,150.0,0.0,0.0,20.0,0.0,4.0,5.0,2.0,60.0,5.0,5.0
45773.0,2.0,1.0,1.0,1.0,5.0,1.0,400.0,0.0,0.0,20.0,0.0,3.0,25.0,6.0,60.0,3.0,3.0
45774.0,2.0,1.0,1.0,1.0,5.0,3.0,600.0,75.0,0.0,728.0,128.0,2.0,5.0,5.0,90.0,6.0,5.0
45775.0,2.0,3.0,1.0,3.0,5.0,1.0,1000.0,0.0,0.0,999999.0,999999.0,4.0,5.0,3.0,60.0,6.0,6.0
45776.0,1.0,1.0,2.0,1.0,5.0,1.0,857.0,0.0,0.0,220.0,200.0,1.0,45.0,4.0,45.0,7.0,4.0
45777.0,2.0,1.0,1.0,1.0,5.0,3.0,600.0,0.0,0.0,25.0,0.0,2.0,5.0,7.0,60.0,7.0,7.0
45778.0,2.0,1.0,1.0,3.0,5.0,4.0,600.0,0.0,30.0,100.0,30.0,1.0,10.0,7.0,60.0,14.0,13.0
45779.0,2.0,1.0,2.0,2.0,5.0,2.0,428.0,107.0,0.0,200.0,0.0,2.0,5.0,3.0,60.0,7.0,3.0
45780.0,2.0,3.0,1.0,3.0,5.0,1.0,500.0,0.0,100.0,80.0,40.0,3.0,15.0,7.0,60.0,5.0,5.0
45781.0,2.0,1.0,1.0,1.0,5.0,3.0,600.0,75.0,0.0,0.0,0.0,1.0,15.0,7.0,90.0,7.0,7.0
45782.0,2.0,1.0,1.0,1.0,4.0,4.0,600.0,0.0,171.0,999999.0,25.0,1.0,6.0,7.0,20.0,6.0,6.0
45783.0,2.0,2.0,3.0,4.0,5.0,3.0,175.0,0.0,0.0,20.0,0.0,2.0,10.0,7.0,60.0,0.0,nan
45784.0,2.0,1.0,1.0,1.0,1.0,5.0,7000.0,150.0,0.0,240.0,20.0,1.0,100.0,6.0,90.0,6.0,6.0
45785.0,2.0,4.0,3.0,3.0,5.0,1.0,300.0,0.0,0.0,100.0,0.0,3.0,10.0,7.0,60.0,1.0,1.0
45786.0,2.0,3.0,2.0,2.0,3.0,3.0,999999.0,999999.0,999999.0,0.0,0.0,2.0,15.0,7.0,90.0,7.0,7.0
45787.0,2.0,1.0,1.0,1.0,1.0,1.0,300.0,20.0,0.0,100.0,0.0,3.0,30.0,7.0,60.0,7.0,7.0
45788.0,2.0,2.0,2.0,2.0,4.0,2.0,857.0,0.0,0.0,300.0,100.0,1.0,30.0,1.0,60.0,2.0,2.0
45789.0,2.0,2.0,1.0,2.0,5.0,2.0,600.0,150.0,0.0,200.0,100.0,2.0,10.0,7.0,60.0,7.0,7.0
45790.0,2.0,1.0,2.0,3.0,5.0,1.0,857.0,85.0,0.0,40.0,20.0,2.0,10.0,7.0,2.0,7.0,7.0
45791.0,2.0,2.0,1.0,3.0,5.0,1.0,350.0,40.0,60.0,50.0,30.0,2.0,8.0,7.0,45.0,7.0,7.0
45792.0,2.0,2.0,2.0,1.0,3.0,1.0,200.0,30.0,20.0,200.0,30.0,4.0,5.0,0.0,nan,666.0,nan
45793.0,1.0,1.0,1.0,4.0,1.0,5.0,214.0,0.0,30.0,15.0,15.0,2.0,30.0,7.0,120.0,7.0,7.0
45794.0,1.0,2.0,2.0,3.0,5.0,2.0,500.0,150.0,250.0,150.0,50.0,1.0,30.0,2.0,60.0,4.0,2.0
45795.0,2.0,2.0,1.0,1.0,1.0,1.0,642.0,85.0,400.0,214.0,128.0,1.0,15.0,4.0,90.0,7.0,4.0
45796.0,2.0,3.0,2.0,2.0,5.0,3.0,600.0,55.0,0.0,60.0,20.0,3.0,5.0,5.0,90.0,5.0,5.0
45797.0,2.0,2.0,2.0,5.0,5.0,4.0,400.0,0.0,0.0,10.0,0.0,3.0,10.0,4.0,60.0,4.0,4.0
45798.0,2.0,1.0,1.0,1.0,5.0,1.0,400.0,0.0,0.0,200.0,20.0,3.0,10.0,6.0,60.0,7.0,6.0
45799.0,2.0,3.0,3.0,1.0,5.0,1.0,250.0,50.0,0.0,80.0,0.0,3.0,90.0,7.0,120.0,6.0,6.0
45800.0,2.0,1.0,1.0,1.0,1.0,4.0,300.0,75.0,0.0,50.0,0.0,2.0,20.0,7.0,60.0,7.0,7.0
45801.0,2.0,1.0,1.0,2.0,1.0,1.0,300.0,64.0,85.0,428.0,0.0,1.0,5.0,7.0,30.0,7.0,7.0
45802.0,2.0,1.0,1.0,1.0,5.0,1.0,857.0,50.0,0.0,0.0,0.0,2.0,10.0,7.0,120.0,7.0,7.0
45803.0,2.0,1.0,1.0,3.0,1.0,5.0,400.0,0.0,0.0,200.0,200.0,2.0,4.0,7.0,120.0,7.0,7.0
45804.0,1.0,1.0,1.0,4.0,5.0,1.0,278.0,0.0,0.0,278.0,0.0,1.0,15.0,7.0,60.0,7.0,7.0
45805.0,2.0,3.0,5.0,3.0,5.0,5.0,90.0,0.0,10.0,160.0,12.0,3.0,5.0,2.0,25.0,666.0,nan
45806.0,2.0,1.0,1.0,4.0,4.0,1.0,300.0,0.0,40.0,60.0,0.0,4.0,30.0,7.0,60.0,7.0,7.0
45807.0,2.0,1.0,1.0,1.0,1.0,1.0,400.0,0.0,40.0,40.0,0.0,3.0,15.0,6.0,40.0,6.0,6.0
45808.0,2.0,1.0,1.0,3.0,2.0,2.0,15.0,0.0,0.0,0.0,0.0,6.0,10.0,0.0,nan,666.0,nan
45809.0,2.0,1.0,2.0,1.0,5.0,2.0,400.0,100.0,100.0,0.0,0.0,3.0,30.0,7.0,120.0,7.0,7.0
45810.0,2.0,1.0,2.0,2.0,5.0,2.0,0.0,0.0,857.0,300.0,107.0,2.0,20.0,5.0,99999.0,0.0,nan
45811.0,1.0,1.0,1.0,1.0,5.0,2.0,500.0,0.0,0.0,150.0,0.0,1.0,5.0,7.0,180.0,2.0,2.0
45812.0,2.0,1.0,1.0,1.0,5.0,1.0,300.0,20.0,0.0,100.0,30.0,3.0,15.0,7.0,90.0,16.0,16.0
45813.0,1.0,3.0,3.0,2.0,1.0,1.0,300.0,25.0,100.0,40.0,0.0,3.0,20.0,7.0,30.0,0.0,nan
45814.0,2.0,1.0,1.0,4.0,5.0,3.0,200.0,0.0,0.0,150.0,0.0,4.0,15.0,7.0,60.0,7.0,7.0
45815.0,2.0,2.0,3.0,2.0,5.0,5.0,300.0,64.0,64.0,30.0,0.0,4.0,30.0,6.0,120.0,7.0,6.0
45816.0,1.0,1.0,1.0,3.0,1.0,3.0,350.0,20.0,0.0,0.0,16.0,3.0,5.0,7.0,180.0,7.0,7.0
45817.0,2.0,3.0,3.0,1.0,1.0,1.0,257.0,128.0,0.0,0.0,0.0,2.0,30.0,7.0,120.0,7.0,7.0
45818.0,1.0,3.0,1.0,3.0,5.0,3.0,300.0,0.0,200.0,100.0,50.0,4.0,30.0,2.0,60.0,1.0,1.0
45819.0,2.0,5.0,1.0,4.0,5.0,1.0,100.0,0.0,0.0,25.0,0.0,2.0,15.0,3.0,180.0,666.0,nan
45820.0,2.0,1.0,2.0,2.0,5.0,3.0,1000.0,200.0,50.0,100.0,0.0,1.0,8.0,4.0,60.0,7.0,7.0
45821.0,2.0,3.0,4.0,3.0,5.0,2.0,400.0,0.0,0.0,0.0,0.0,4.0,15.0,7.0,60.0,7.0,7.0
45822.0,1.0,2.0,2.0,1.0,1.0,3.0,50.0,0.0,20.0,60.0,0.0,4.0,5.0,5.0,30.0,666.0,nan
45823.0,2.0,1.0,2.0,1.0,5.0,5.0,107.0,0.0,0.0,0.0,0.0,3.0,10.0,1.0,45.0,666.0,nan
45824.0,2.0,2.0,2.0,5.0,5.0,1.0,300.0,0.0,0.0,0.0,0.0,2.0,10.0,7.0,60.0,14.0,14.0
45825.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
45826.0,2.0,1.0,1.0,3.0,5.0,4.0,428.0,0.0,42.0,42.0,0.0,2.0,90.0,6.0,60.0,6.0,6.0
45827.0,2.0,1.0,1.0,1.0,5.0,1.0,400.0,100.0,0.0,150.0,0.0,2.0,5.0,3.0,60.0,3.0,3.0
45828.0,2.0,1.0,1.0,1.0,1.0,1.0,600.0,50.0,50.0,100.0,0.0,2.0,15.0,6.0,60.0,6.0,6.0
45829.0,2.0,1.0,2.0,3.0,3.0,5.0,600.0,0.0,0.0,100.0,0.0,2.0,5.0,7.0,30.0,7.0,7.0
45830.0,2.0,1.0,1.0,1.0,5.0,1.0,400.0,17.0,20.0,257.0,128.0,2.0,3.0,4.0,120.0,1.0,1.0
45831.0,2.0,1.0,2.0,3.0,5.0,1.0,300.0,0.0,100.0,0.0,0.0,2.0,5.0,5.0,120.0,5.0,5.0
45832.0,2.0,1.0,1.0,1.0,5.0,1.0,600.0,200.0,0.0,128.0,50.0,2.0,10.0,5.0,90.0,5.0,5.0
45833.0,2.0,2.0,2.0,3.0,5.0,5.0,64.0,0.0,60.0,32.0,0.0,4.0,10.0,7.0,60.0,666.0,nan
45834.0,1.0,2.0,1.0,3.0,1.0,5.0,250.0,0.0,175.0,100.0,0.0,2.0,15.0,5.0,60.0,0.0,nan
45835.0,2.0,3.0,4.0,3.0,4.0,2.0,400.0,0.0,0.0,107.0,0.0,3.0,20.0,7.0,60.0,4.0,4.0
45836.0,2.0,1.0,2.0,2.0,5.0,5.0,700.0,225.0,60.0,750.0,15.0,1.0,5.0,7.0,90.0,6.0,4.0
45837.0,1.0,1.0,1.0,3.0,1.0,2.0,150.0,30.0,25.0,171.0,128.0,4.0,10.0,2.0,40.0,2.0,2.0
45838.0,2.0,1.0,1.0,1.0,1.0,1.0,280.0,0.0,0.0,160.0,20.0,2.0,5.0,2.0,60.0,2.0,2.0
45839.0,2.0,1.0,1.0,2.0,5.0,2.0,800.0,0.0,0.0,200.0,20.0,1.0,20.0,7.0,60.0,7.0,5.0
45840.0,1.0,2.0,2.0,2.0,5.0,3.0,250.0,40.0,100.0,80.0,30.0,1.0,15.0,5.0,120.0,4.0,4.0
45841.0,2.0,1.0,1.0,4.0,3.0,4.0,500.0,60.0,0.0,0.0,0.0,4.0,10.0,7.0,180.0,7.0,7.0
45842.0,2.0,1.0,4.0,5.0,5.0,5.0,70.0,0.0,0.0,0.0,0.0,4.0,10.0,7.0,60.0,666.0,nan
45843.0,2.0,2.0,3.0,1.0,5.0,2.0,325.0,0.0,100.0,150.0,20.0,2.0,10.0,4.0,120.0,3.0,3.0
45844.0,2.0,1.0,1.0,1.0,1.0,1.0,600.0,0.0,100.0,100.0,100.0,2.0,15.0,7.0,60.0,7.0,5.0
45845.0,2.0,2.0,3.0,2.0,5.0,4.0,200.0,0.0,150.0,150.0,0.0,2.0,15.0,4.0,1.0,4.0,4.0
45846.0,2.0,1.0,1.0,4.0,5.0,1.0,428.0,0.0,0.0,385.0,0.0,2.0,10.0,5.0,120.0,4.0,4.0
45847.0,2.0,1.0,2.0,4.0,1.0,5.0,300.0,50.0,0.0,300.0,0.0,1.0,5.0,3.0,60.0,9.0,9.0
45848.0,2.0,4.0,3.0,3.0,4.0,1.0,200.0,0.0,0.0,30.0,30.0,3.0,2.0,4.0,60.0,0.0,nan
45849.0,2.0,3.0,2.0,3.0,2.0,2.0,500.0,84.0,84.0,0.0,0.0,2.0,15.0,7.0,120.0,7.0,7.0
45850.0,2.0,2.0,1.0,4.0,5.0,2.0,428.0,0.0,0.0,300.0,0.0,1.0,5.0,7.0,120.0,7.0,7.0
45851.0,2.0,1.0,3.0,1.0,5.0,2.0,400.0,0.0,0.0,0.0,0.0,2.0,20.0,7.0,60.0,7.0,7.0
45852.0,2.0,2.0,3.0,1.0,3.0,1.0,300.0,100.0,100.0,100.0,50.0,3.0,15.0,4.0,90.0,4.0,4.0
45853.0,2.0,2.0,2.0,3.0,2.0,2.0,342.0,128.0,128.0,0.0,0.0,2.0,10.0,7.0,120.0,2.0,2.0
45854.0,1.0,1.0,1.0,2.0,3.0,4.0,200.0,0.0,0.0,100.0,40.0,4.0,5.0,6.0,60.0,11.0,11.0
45855.0,2.0,1.0,1.0,3.0,1.0,4.0,300.0,999999.0,214.0,0.0,70.0,2.0,20.0,7.0,99999.0,4.0,4.0
45856.0,2.0,2.0,2.0,3.0,4.0,2.0,200.0,0.0,30.0,50.0,0.0,2.0,5.0,6.0,30.0,666.0,nan
45857.0,2.0,2.0,2.0,2.0,5.0,3.0,200.0,20.0,160.0,50.0,0.0,4.0,7.0,3.0,120.0,0.0,nan
45858.0,1.0,1.0,1.0,3.0,5.0,1.0,400.0,0.0,0.0,0.0,0.0,4.0,10.0,7.0,60.0,1.0,1.0
45859.0,2.0,1.0,1.0,4.0,5.0,1.0,200.0,0.0,0.0,600.0,0.0,3.0,5.0,1.0,60.0,1.0,1.0
45860.0,2.0,1.0,2.0,3.0,5.0,5.0,200.0,0.0,0.0,60.0,0.0,2.0,15.0,4.0,60.0,7.0,7.0
45861.0,2.0,3.0,3.0,1.0,5.0,1.0,250.0,75.0,300.0,200.0,20.0,4.0,2.0,2.0,20.0,7.0,2.0
45862.0,2.0,1.0,1.0,1.0,5.0,1.0,600.0,0.0,100.0,0.0,0.0,3.0,15.0,7.0,120.0,7.0,7.0
45863.0,2.0,1.0,2.0,3.0,3.0,3.0,857.0,0.0,0.0,200.0,150.0,1.0,15.0,3.0,45.0,3.0,3.0
45864.0,2.0,1.0,2.0,1.0,1.0,1.0,600.0,100.0,0.0,200.0,0.0,2.0,45.0,7.0,45.0,14.0,14.0
45865.0,2.0,3.0,2.0,2.0,5.0,2.0,642.0,0.0,0.0,70.0,0.0,2.0,5.0,7.0,180.0,7.0,7.0
45866.0,2.0,3.0,3.0,1.0,5.0,1.0,150.0,0.0,0.0,564.0,100.0,4.0,15.0,0.0,nan,0.0,nan
45867.0,1.0,1.0,1.0,4.0,1.0,1.0,300.0,100.0,0.0,150.0,80.0,1.0,20.0,5.0,90.0,7.0,5.0
45868.0,2.0,1.0,2.0,2.0,5.0,2.0,0.0,0.0,857.0,300.0,107.0,2.0,20.0,5.0,99999.0,0.0,nan
45869.0,2.0,1.0,1.0,1.0,5.0,3.0,342.0,0.0,0.0,50.0,0.0,2.0,20.0,7.0,180.0,7.0,7.0
45870.0,2.0,3.0,3.0,3.0,5.0,2.0,180.0,0.0,0.0,120.0,0.0,4.0,15.0,3.0,60.0,7.0,3.0
45871.0,1.0,2.0,2.0,3.0,5.0,3.0,642.0,0.0,85.0,12.0,0.0,3.0,10.0,7.0,60.0,7.0,7.0
45872.0,2.0,1.0,4.0,1.0,4.0,1.0,600.0,100.0,150.0,600.0,0.0,1.0,2.0,4.0,120.0,2.0,2.0
45873.0,2.0,3.0,4.0,3.0,4.0,2.0,600.0,0.0,200.0,0.0,0.0,4.0,15.0,6.0,180.0,2.0,2.0
45874.0,2.0,1.0,1.0,1.0,5.0,1.0,425.0,0.0,0.0,100.0,20.0,2.0,2.0,1.0,60.0,1.0,1.0
45875.0,2.0,1.0,1.0,1.0,1.0,1.0,400.0,100.0,0.0,300.0,100.0,3.0,1.0,2.0,90.0,4.0,2.0
45876.0,2.0,4.0,4.0,4.0,3.0,2.0,350.0,150.0,350.0,150.0,50.0,2.0,5.0,4.0,1.0,4.0,2.0
45877.0,2.0,1.0,1.0,3.0,5.0,4.0,771.0,257.0,0.0,0.0,0.0,2.0,90.0,7.0,15.0,7.0,7.0
45878.0,1.0,1.0,1.0,3.0,5.0,3.0,257.0,85.0,0.0,942.0,0.0,2.0,5.0,0.0,nan,7.0,0.0
45879.0,2.0,2.0,1.0,3.0,5.0,1.0,350.0,40.0,60.0,50.0,30.0,2.0,8.0,7.0,45.0,7.0,7.0
45880.0,1.0,2.0,3.0,3.0,5.0,3.0,1028.0,0.0,214.0,128.0,0.0,3.0,20.0,7.0,30.0,14.0,14.0
45881.0,2.0,1.0,4.0,4.0,5.0,1.0,250.0,0.0,0.0,100.0,20.0,2.0,15.0,7.0,20.0,666.0,nan
45882.0,2.0,1.0,1.0,1.0,1.0,4.0,428.0,107.0,85.0,200.0,85.0,2.0,6.0,7.0,60.0,14.0,7.0
45883.0,2.0,2.0,3.0,2.0,5.0,3.0,514.0,128.0,85.0,214.0,0.0,2.0,5.0,5.0,120.0,7.0,5.0
45884.0,2.0,1.0,1.0,2.0,5.0,1.0,180.0,15.0,0.0,0.0,0.0,2.0,5.0,2.0,60.0,2.0,2.0
