SEQN,CBD010,CBQ020,CBQ030,CBQ040,CBQ050,CBQ060,CBD070,CBD090,CBD110,CBD120,CBD130,CBQ140,CBD150,CBD160,CBD170,CBD180,CBQ190
44114.0,2.0,2.0,3.0,2.0,5.0,3.0,350.0,0.0,90.0,100.0,44.0,4.0,10.0,5.0,180.0,4.0,4.0
44115.0,nan,4.0,4.0,4.0,4.0,4.0,25.0,10.0,0.0,50.0,0.0,5.0,10.0,0.0,nan,666.0,nan
44116.0,2.0,1.0,1.0,2.0,5.0,3.0,300.0,100.0,0.0,214.0,30.0,2.0,15.0,6.0,120.0,6.0,6.0
44117.0,2.0,3.0,1.0,2.0,2.0,2.0,180.0,30.0,40.0,65.0,50.0,4.0,25.0,4.0,90.0,4.0,4.0
44118.0,2.0,1.0,1.0,3.0,2.0,3.0,800.0,100.0,200.0,100.0,0.0,3.0,20.0,6.0,120.0,7.0,6.0
44119.0,1.0,1.0,1.0,1.0,1.0,1.0,500.0,0.0,0.0,1.0,0.0,2.0,10.0,7.0,60.0,7.0,7.0
44120.0,2.0,1.0,2.0,3.0,5.0,4.0,150.0,0.0,0.0,0.0,0.0,3.0,30.0,7.0,90.0,14.0,14.0
44121.0,1.0,2.0,2.0,3.0,4.0,1.0,750.0,0.0,0.0,128.0,0.0,2.0,40.0,6.0,60.0,0.0,nan
44122.0,2.0,1.0,1.0,1.0,1.0,1.0,942.0,128.0,0.0,1285.0,30.0,2.0,3.0,7.0,90.0,2.0,2.0
44123.0,nan,3.0,1.0,5.0,1.0,1.0,75.0,25.0,0.0,0.0,0.0,4.0,20.0,2.0,180.0,666.0,nan
44124.0,1.0,1.0,1.0,1.0,5.0,1.0,500.0,100.0,0.0,200.0,0.0,1.0,15.0,5.0,60.0,4.0,4.0
44125.0,2.0,1.0,1.0,1.0,5.0,1.0,600.0,200.0,0.0,128.0,50.0,2.0,10.0,5.0,90.0,5.0,5.0
44126.0,2.0,2.0,1.0,3.0,1.0,3.0,250.0,0.0,80.0,428.0,20.0,3.0,3.0,3.0,30.0,4.0,4.0
44127.0,2.0,1.0,1.0,3.0,1.0,1.0,1071.0,214.0,214.0,342.0,128.0,1.0,10.0,7.0,120.0,7.0,7.0
44128.0,2.0,1.0,3.0,1.0,5.0,2.0,400.0,0.0,0.0,0.0,0.0,2.0,20.0,7.0,60.0,7.0,7.0
44129.0,2.0,1.0,1.0,1.0,5.0,1.0,600.0,0.0,0.0,200.0,0.0,1.0,10.0,6.0,120.0,6.0,6.0
44130.0,2.0,1.0,3.0,3.0,5.0,1.0,1285.0,214.0,428.0,300.0,60.0,1.0,10.0,3.0,60.0,0.0,nan
44131.0,2.0,1.0,2.0,1.0,5.0,1.0,250.0,0.0,0.0,50.0,0.0,3.0,5.0,1.0,30.0,0.0,nan
44132.0,1.0,1.0,3.0,5.0,5.0,3.0,500.0,200.0,75.0,50.0,25.0,3.0,10.0,7.0,15.0,2.0,2.0
44133.0,2.0,1.0,1.0,1.0,5.0,1.0,300.0,100.0,0.0,120.0,0.0,3.0,5.0,5.0,90.0,5.0,5.0
44134.0,1.0,1.0,2.0,2.0,1.0,1.0,400.0,0.0,100.0,30.0,0.0,3.0,10.0,5.0,60.0,2.0,2.0
44135.0,2.0,3.0,1.0,2.0,5.0,2.0,600.0,100.0,0.0,40.0,80.0,3.0,10.0,6.0,180.0,7.0,7.0
44136.0,2.0,1.0,1.0,1.0,5.0,1.0,250.0,0.0,0.0,200.0,0.0,3.0,0.0,3.0,60.0,3.0,3.0
44137.0,2.0,1.0,1.0,1.0,5.0,5.0,400.0,200.0,0.0,150.0,30.0,3.0,10.0,4.0,120.0,5.0,5.0
44138.0,2.0,1.0,1.0,1.0,5.0,4.0,642.0,30.0,0.0,0.0,0.0,1.0,5.0,7.0,120.0,7.0,7.0
44139.0,2.0,1.0,2.0,1.0,1.0,4.0,400.0,25.0,0.0,500.0,20.0,3.0,10.0,3.0,90.0,6.0,5.0
44140.0,2.0,1.0,2.0,2.0,5.0,4.0,750.0,200.0,0.0,90.0,50.0,2.0,12.0,7.0,60.0,12.0,12.0
44141.0,2.0,3.0,3.0,2.0,3.0,1.0,771.0,128.0,0.0,0.0,0.0,2.0,30.0,7.0,30.0,7.0,7.0
44142.0,2.0,1.0,1.0,5.0,5.0,1.0,428.0,0.0,0.0,0.0,0.0,5.0,45.0,7.0,120.0,0.0,nan
44143.0,2.0,2.0,1.0,4.0,5.0,4.0,642.0,0.0,0.0,0.0,0.0,2.0,20.0,7.0,120.0,0.0,nan
44144.0,2.0,2.0,2.0,2.0,5.0,2.0,200.0,60.0,0.0,50.0,0.0,5.0,3.0,6.0,50.0,5.0,5.0
44145.0,2.0,1.0,1.0,1.0,1.0,4.0,700.0,200.0,0.0,700.0,100.0,2.0,8.0,7.0,30.0,4.0,4.0
44146.0,2.0,1.0,1.0,1.0,5.0,5.0,400.0,0.0,50.0,42.0,0.0,2.0,5.0,7.0,60.0,5.0,5.0
44147.0,1.0,1.0,1.0,2.0,1.0,5.0,400.0,0.0,0.0,100.0,0.0,2.0,40.0,7.0,60.0,5.0,5.0
44148.0,1.0,2.0,2.0,3.0,5.0,2.0,190.0,50.0,0.0,30.0,30.0,2.0,5.0,4.0,120.0,3.0,3.0
44149.0,2.0,1.0,1.0,1.0,1.0,1.0,1285.0,321.0,214.0,999999.0,0.0,2.0,15.0,7.0,90.0,7.0,7.0
44150.0,1.0,1.0,2.0,3.0,4.0,1.0,500.0,0.0,0.0,50.0,0.0,4.0,15.0,7.0,60.0,0.0,nan
44151.0,2.0,1.0,2.0,5.0,5.0,5.0,300.0,0.0,0.0,50.0,0.0,2.0,5.0,6.0,90.0,0.0,nan
44152.0,2.0,1.0,1.0,4.0,5.0,4.0,400.0,0.0,0.0,100.0,0.0,1.0,20.0,3.0,60.0,3.0,3.0
44153.0,2.0,4.0,4.0,1.0,5.0,1.0,1000.0,250.0,100.0,200.0,800.0,3.0,30.0,5.0,60.0,7.0,6.0
44154.0,1.0,2.0,1.0,4.0,2.0,3.0,857.0,0.0,0.0,171.0,171.0,2.0,10.0,7.0,180.0,6.0,6.0
44155.0,2.0,1.0,1.0,5.0,1.0,1.0,200.0,0.0,0.0,50.0,0.0,2.0,120.0,7.0,90.0,7.0,7.0
44156.0,2.0,2.0,4.0,5.0,5.0,5.0,351.0,85.0,40.0,120.0,0.0,2.0,10.0,3.0,60.0,666.0,nan
44157.0,1.0,2.0,3.0,3.0,5.0,3.0,321.0,64.0,20.0,500.0,40.0,2.0,10.0,4.0,180.0,2.0,2.0
44158.0,2.0,1.0,1.0,3.0,1.0,5.0,300.0,50.0,0.0,10.0,0.0,2.0,5.0,7.0,120.0,0.0,nan
44159.0,2.0,1.0,1.0,1.0,5.0,1.0,600.0,40.0,25.0,1000.0,250.0,2.0,5.0,2.0,90.0,7.0,2.0
44160.0,1.0,1.0,1.0,3.0,5.0,4.0,428.0,0.0,0.0,128.0,0.0,2.0,5.0,5.0,120.0,7.0,5.0
44161.0,1.0,1.0,1.0,1.0,5.0,3.0,250.0,0.0,50.0,50.0,0.0,3.0,30.0,4.0,60.0,4.0,3.0
44162.0,2.0,1.0,1.0,2.0,1.0,3.0,428.0,0.0,0.0,0.0,0.0,2.0,10.0,7.0,60.0,7.0,7.0
44163.0,2.0,1.0,3.0,3.0,5.0,3.0,600.0,0.0,0.0,0.0,0.0,3.0,20.0,7.0,60.0,0.0,nan
44164.0,2.0,1.0,3.0,1.0,5.0,1.0,100.0,10.0,0.0,17.0,0.0,2.0,45.0,7.0,90.0,7.0,7.0
44165.0,1.0,1.0,1.0,2.0,1.0,1.0,685.0,128.0,0.0,200.0,0.0,2.0,10.0,5.0,60.0,7.0,5.0
44166.0,2.0,2.0,4.0,1.0,5.0,1.0,300.0,50.0,70.0,0.0,0.0,3.0,10.0,0.0,nan,2.0,2.0
44167.0,1.0,1.0,2.0,4.0,5.0,4.0,257.0,42.0,150.0,0.0,0.0,1.0,15.0,7.0,120.0,7.0,7.0
44168.0,2.0,1.0,3.0,4.0,5.0,1.0,514.0,0.0,171.0,171.0,0.0,2.0,10.0,3.0,60.0,20.0,20.0
44169.0,2.0,2.0,1.0,2.0,5.0,4.0,400.0,75.0,120.0,100.0,0.0,4.0,30.0,4.0,90.0,11.0,11.0
44170.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
44171.0,2.0,2.0,3.0,1.0,5.0,1.0,1071.0,0.0,0.0,200.0,75.0,1.0,nan,1.0,60.0,1.0,1.0
44172.0,2.0,1.0,1.0,1.0,1.0,1.0,700.0,0.0,0.0,25.0,100.0,1.0,15.0,7.0,90.0,7.0,7.0
44173.0,1.0,4.0,1.0,4.0,3.0,5.0,200.0,0.0,0.0,400.0,0.0,2.0,5.0,4.0,5.0,6.0,4.0
44174.0,2.0,1.0,2.0,1.0,1.0,1.0,500.0,200.0,0.0,150.0,30.0,2.0,2.0,5.0,60.0,12.0,11.0
44175.0,1.0,3.0,3.0,1.0,5.0,1.0,400.0,35.0,45.0,35.0,0.0,2.0,15.0,5.0,30.0,6.0,6.0
44176.0,2.0,1.0,1.0,4.0,1.0,1.0,300.0,42.0,0.0,20.0,0.0,2.0,10.0,7.0,90.0,7.0,7.0
44177.0,1.0,2.0,1.0,1.0,5.0,1.0,350.0,50.0,0.0,100.0,25.0,3.0,5.0,2.0,60.0,0.0,nan
44178.0,2.0,1.0,1.0,3.0,5.0,3.0,857.0,0.0,0.0,0.0,0.0,2.0,10.0,7.0,120.0,2.0,2.0
44179.0,2.0,1.0,1.0,1.0,5.0,1.0,150.0,0.0,150.0,128.0,0.0,3.0,6.0,1.0,30.0,1.0,1.0
44180.0,2.0,2.0,5.0,3.0,3.0,2.0,1285.0,257.0,0.0,214.0,0.0,3.0,15.0,5.0,120.0,666.0,nan
44181.0,1.0,1.0,1.0,3.0,2.0,3.0,600.0,0.0,100.0,42.0,200.0,3.0,20.0,4.0,120.0,4.0,4.0
44182.0,2.0,1.0,1.0,4.0,5.0,4.0,428.0,0.0,0.0,50.0,0.0,2.0,5.0,7.0,90.0,7.0,7.0
44183.0,2.0,1.0,1.0,1.0,1.0,1.0,450.0,45.0,0.0,642.0,0.0,2.0,5.0,0.0,nan,0.0,nan
44184.0,1.0,1.0,1.0,4.0,1.0,4.0,471.0,64.0,128.0,171.0,0.0,2.0,25.0,5.0,90.0,5.0,5.0
44185.0,2.0,1.0,1.0,1.0,5.0,1.0,1071.0,150.0,0.0,0.0,0.0,1.0,nan,7.0,45.0,7.0,7.0
44186.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
44187.0,2.0,1.0,2.0,1.0,2.0,3.0,642.0,128.0,0.0,85.0,171.0,2.0,10.0,5.0,180.0,6.0,5.0
44188.0,2.0,1.0,1.0,3.0,5.0,2.0,800.0,999999.0,0.0,200.0,0.0,2.0,20.0,0.0,nan,3.0,3.0
44189.0,2.0,1.0,1.0,2.0,1.0,5.0,642.0,64.0,0.0,25.0,0.0,2.0,10.0,7.0,60.0,4.0,4.0
44190.0,2.0,1.0,1.0,1.0,5.0,3.0,250.0,0.0,0.0,20.0,0.0,1.0,20.0,2.0,60.0,2.0,2.0
44191.0,2.0,2.0,1.0,3.0,1.0,1.0,214.0,0.0,0.0,25.0,0.0,4.0,10.0,7.0,60.0,7.0,7.0
44192.0,2.0,1.0,1.0,2.0,5.0,5.0,250.0,100.0,250.0,30.0,0.0,2.0,15.0,5.0,90.0,7.0,7.0
44193.0,2.0,1.0,3.0,1.0,5.0,2.0,300.0,0.0,100.0,40.0,0.0,3.0,10.0,7.0,60.0,21.0,21.0
44194.0,2.0,2.0,2.0,3.0,5.0,2.0,600.0,100.0,0.0,160.0,0.0,2.0,30.0,6.0,60.0,12.0,12.0
44195.0,1.0,1.0,1.0,2.0,5.0,1.0,350.0,50.0,0.0,107.0,40.0,3.0,10.0,7.0,120.0,1.0,1.0
44196.0,2.0,3.0,4.0,3.0,5.0,3.0,385.0,34.0,171.0,300.0,128.0,2.0,10.0,4.0,60.0,666.0,nan
44197.0,1.0,3.0,3.0,3.0,5.0,2.0,80.0,25.0,0.0,15.0,0.0,4.0,10.0,0.0,nan,7.0,0.0
44198.0,1.0,1.0,1.0,1.0,5.0,1.0,400.0,30.0,0.0,60.0,0.0,3.0,45.0,6.0,60.0,14.0,14.0
44199.0,2.0,1.0,1.0,3.0,1.0,2.0,700.0,150.0,50.0,100.0,0.0,2.0,25.0,1.0,180.0,14.0,14.0
44200.0,2.0,1.0,1.0,4.0,5.0,5.0,777777.0,777777.0,0.0,0.0,0.0,2.0,99999.0,4.0,30.0,1.0,1.0
44201.0,1.0,1.0,2.0,3.0,5.0,5.0,150.0,25.0,0.0,15.0,0.0,2.0,15.0,7.0,60.0,21.0,21.0
44202.0,2.0,1.0,1.0,3.0,5.0,5.0,642.0,0.0,300.0,100.0,0.0,2.0,5.0,7.0,60.0,7.0,7.0
44203.0,2.0,1.0,3.0,1.0,5.0,3.0,642.0,0.0,0.0,40.0,0.0,2.0,30.0,7.0,120.0,2.0,2.0
44204.0,2.0,1.0,1.0,2.0,1.0,1.0,500.0,0.0,0.0,200.0,30.0,2.0,5.0,4.0,60.0,3.0,3.0
44205.0,1.0,1.0,1.0,1.0,5.0,1.0,500.0,50.0,100.0,50.0,50.0,2.0,5.0,7.0,90.0,14.0,14.0
44206.0,2.0,1.0,3.0,1.0,5.0,1.0,700.0,70.0,0.0,160.0,0.0,2.0,15.0,7.0,120.0,7.0,7.0
44207.0,1.0,2.0,2.0,2.0,1.0,2.0,350.0,20.0,0.0,20.0,0.0,4.0,5.0,6.0,60.0,6.0,6.0
44208.0,2.0,1.0,1.0,1.0,1.0,5.0,75.0,0.0,200.0,200.0,100.0,4.0,10.0,2.0,15.0,4.0,4.0
44209.0,2.0,1.0,2.0,1.0,5.0,1.0,200.0,0.0,0.0,20.0,0.0,2.0,20.0,0.0,nan,666.0,nan
44210.0,1.0,1.0,2.0,4.0,1.0,5.0,642.0,107.0,120.0,100.0,0.0,3.0,30.0,7.0,35.0,14.0,12.0
44211.0,2.0,2.0,2.0,2.0,5.0,2.0,999999.0,999999.0,0.0,999999.0,0.0,6.0,30.0,0.0,nan,666.0,nan
44212.0,2.0,3.0,3.0,3.0,5.0,3.0,100.0,0.0,150.0,80.0,0.0,4.0,15.0,0.0,nan,0.0,nan
44213.0,1.0,1.0,3.0,1.0,3.0,3.0,514.0,128.0,0.0,171.0,20.0,2.0,15.0,4.0,30.0,8.0,4.0
44214.0,2.0,1.0,2.0,3.0,1.0,3.0,450.0,30.0,0.0,55.0,20.0,2.0,10.0,7.0,120.0,7.0,7.0
44215.0,2.0,3.0,2.0,1.0,1.0,5.0,150.0,0.0,60.0,30.0,30.0,2.0,15.0,4.0,60.0,0.0,nan
44216.0,2.0,1.0,3.0,1.0,5.0,1.0,300.0,55.0,32.0,200.0,50.0,2.0,20.0,0.0,nan,2.0,2.0
44217.0,1.0,1.0,1.0,4.0,5.0,2.0,400.0,30.0,0.0,40.0,10.0,3.0,30.0,5.0,60.0,1.0,1.0
44218.0,1.0,2.0,3.0,3.0,5.0,3.0,200.0,50.0,0.0,214.0,40.0,2.0,10.0,7.0,60.0,3.0,3.0
44219.0,2.0,1.0,3.0,3.0,5.0,1.0,300.0,0.0,0.0,40.0,0.0,2.0,20.0,7.0,60.0,7.0,7.0
44220.0,2.0,1.0,2.0,1.0,1.0,1.0,1000.0,100.0,0.0,428.0,128.0,2.0,10.0,5.0,90.0,5.0,5.0
44221.0,2.0,1.0,1.0,1.0,5.0,1.0,800.0,0.0,0.0,150.0,0.0,3.0,20.0,7.0,60.0,7.0,7.0
44222.0,2.0,1.0,1.0,4.0,5.0,4.0,600.0,50.0,0.0,150.0,25.0,4.0,15.0,6.0,45.0,7.0,7.0
44223.0,2.0,2.0,2.0,2.0,5.0,1.0,400.0,0.0,171.0,128.0,85.0,3.0,20.0,3.0,120.0,5.0,3.0
44224.0,2.0,1.0,1.0,3.0,2.0,3.0,800.0,100.0,200.0,100.0,0.0,3.0,20.0,6.0,120.0,7.0,6.0
44225.0,2.0,1.0,1.0,1.0,5.0,1.0,350.0,20.0,40.0,150.0,0.0,2.0,15.0,7.0,60.0,7.0,7.0
44226.0,2.0,1.0,3.0,4.0,1.0,5.0,150.0,0.0,80.0,50.0,0.0,3.0,5.0,5.0,120.0,7.0,5.0
44227.0,2.0,3.0,3.0,3.0,5.0,1.0,428.0,0.0,0.0,0.0,0.0,2.0,30.0,7.0,90.0,7.0,7.0
44228.0,2.0,3.0,2.0,3.0,5.0,1.0,128.0,0.0,0.0,0.0,0.0,2.0,20.0,7.0,20.0,666.0,nan
44229.0,2.0,1.0,2.0,3.0,4.0,4.0,350.0,125.0,0.0,125.0,0.0,3.0,15.0,6.0,120.0,21.0,20.0
44230.0,1.0,1.0,1.0,4.0,4.0,4.0,800.0,0.0,0.0,50.0,0.0,2.0,15.0,6.0,90.0,5.0,5.0
44231.0,2.0,2.0,5.0,1.0,5.0,1.0,400.0,0.0,0.0,100.0,0.0,3.0,3.0,6.0,60.0,666.0,nan
44232.0,2.0,1.0,1.0,4.0,5.0,1.0,642.0,64.0,50.0,50.0,30.0,3.0,15.0,6.0,60.0,6.0,6.0
44233.0,1.0,2.0,1.0,3.0,5.0,4.0,900.0,200.0,0.0,60.0,0.0,2.0,10.0,7.0,120.0,1.0,1.0
44234.0,1.0,2.0,2.0,1.0,2.0,1.0,0.0,0.0,257.0,257.0,0.0,2.0,15.0,5.0,60.0,7.0,5.0
44235.0,2.0,1.0,1.0,1.0,5.0,3.0,800.0,160.0,40.0,80.0,0.0,2.0,10.0,6.0,45.0,14.0,12.0
44236.0,2.0,1.0,1.0,1.0,5.0,3.0,600.0,0.0,0.0,25.0,0.0,2.0,5.0,7.0,60.0,7.0,7.0
44237.0,2.0,1.0,1.0,3.0,5.0,2.0,150.0,0.0,0.0,100.0,50.0,4.0,10.0,3.0,120.0,3.0,3.0
44238.0,2.0,1.0,1.0,4.0,1.0,5.0,800.0,200.0,0.0,200.0,150.0,2.0,15.0,7.0,120.0,7.0,7.0
44239.0,2.0,3.0,2.0,4.0,5.0,4.0,250.0,0.0,0.0,100.0,40.0,1.0,7.0,2.0,90.0,7.0,2.0
44240.0,2.0,1.0,1.0,5.0,5.0,5.0,250.0,30.0,30.0,0.0,0.0,2.0,35.0,7.0,60.0,666.0,nan
44241.0,2.0,4.0,4.0,3.0,5.0,2.0,200.0,30.0,15.0,125.0,40.0,3.0,5.0,2.0,40.0,666.0,nan
44242.0,2.0,1.0,1.0,3.0,5.0,3.0,857.0,0.0,0.0,0.0,0.0,2.0,10.0,7.0,120.0,2.0,2.0
44243.0,2.0,1.0,1.0,1.0,1.0,4.0,500.0,0.0,0.0,150.0,0.0,2.0,10.0,6.0,60.0,5.0,5.0
44244.0,2.0,3.0,3.0,3.0,5.0,2.0,350.0,50.0,0.0,0.0,0.0,2.0,5.0,7.0,120.0,1.0,1.0
44245.0,2.0,3.0,4.0,2.0,1.0,1.0,400.0,0.0,50.0,0.0,25.0,2.0,12.0,5.0,50.0,0.0,nan
44246.0,2.0,1.0,1.0,1.0,5.0,3.0,1714.0,0.0,0.0,0.0,0.0,3.0,10.0,6.0,60.0,6.0,6.0
44247.0,1.0,1.0,1.0,1.0,5.0,1.0,600.0,100.0,25.0,100.0,30.0,2.0,10.0,6.0,45.0,6.0,6.0
44248.0,1.0,2.0,4.0,1.0,1.0,1.0,257.0,128.0,0.0,20.0,0.0,3.0,5.0,7.0,45.0,666.0,nan
44249.0,2.0,1.0,5.0,5.0,5.0,5.0,428.0,0.0,0.0,214.0,0.0,3.0,20.0,0.0,nan,666.0,nan
44250.0,2.0,2.0,2.0,2.0,2.0,2.0,300.0,0.0,200.0,200.0,50.0,1.0,30.0,7.0,120.0,7.0,6.0
44251.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
44252.0,2.0,1.0,1.0,1.0,5.0,2.0,800.0,0.0,0.0,100.0,0.0,2.0,nan,7.0,45.0,7.0,7.0
44253.0,2.0,2.0,1.0,1.0,5.0,1.0,200.0,0.0,20.0,100.0,0.0,4.0,3.0,4.0,120.0,1.0,0.0
44254.0,2.0,3.0,1.0,2.0,2.0,1.0,100.0,40.0,0.0,200.0,20.0,2.0,7.0,0.0,nan,0.0,nan
44255.0,1.0,2.0,3.0,1.0,2.0,4.0,200.0,100.0,0.0,10.0,0.0,2.0,25.0,7.0,30.0,666.0,nan
44256.0,2.0,3.0,3.0,1.0,5.0,1.0,250.0,50.0,0.0,80.0,0.0,3.0,90.0,7.0,120.0,6.0,6.0
44257.0,2.0,1.0,1.0,1.0,1.0,2.0,250.0,0.0,0.0,100.0,0.0,3.0,5.0,6.0,90.0,11.0,10.0
44258.0,2.0,1.0,3.0,2.0,5.0,3.0,250.0,0.0,300.0,175.0,0.0,2.0,25.0,6.0,90.0,11.0,11.0
44259.0,2.0,2.0,2.0,3.0,5.0,1.0,300.0,0.0,0.0,200.0,0.0,2.0,5.0,5.0,45.0,2.0,2.0
44260.0,2.0,1.0,1.0,5.0,5.0,5.0,100.0,0.0,0.0,15.0,0.0,3.0,15.0,7.0,60.0,666.0,nan
44261.0,2.0,2.0,5.0,3.0,5.0,1.0,500.0,150.0,20.0,428.0,0.0,2.0,10.0,6.0,120.0,4.0,4.0
44262.0,2.0,1.0,1.0,1.0,1.0,5.0,700.0,0.0,0.0,999999.0,0.0,2.0,5.0,6.0,60.0,10.0,10.0
44263.0,2.0,2.0,2.0,1.0,5.0,1.0,400.0,0.0,30.0,75.0,10.0,2.0,15.0,7.0,120.0,1.0,1.0
44264.0,1.0,1.0,1.0,2.0,2.0,3.0,600.0,250.0,200.0,428.0,0.0,3.0,15.0,7.0,60.0,3.0,3.0
44265.0,2.0,1.0,1.0,1.0,5.0,1.0,428.0,0.0,0.0,85.0,20.0,3.0,15.0,6.0,30.0,6.0,6.0
44266.0,2.0,1.0,1.0,1.0,5.0,4.0,642.0,30.0,0.0,0.0,0.0,1.0,5.0,7.0,120.0,7.0,7.0
44267.0,2.0,1.0,1.0,1.0,5.0,1.0,642.0,0.0,100.0,0.0,0.0,2.0,15.0,7.0,45.0,7.0,7.0
44268.0,2.0,1.0,1.0,1.0,5.0,1.0,857.0,0.0,214.0,0.0,0.0,1.0,15.0,7.0,45.0,7.0,7.0
44269.0,1.0,1.0,1.0,4.0,1.0,4.0,500.0,0.0,0.0,0.0,0.0,3.0,45.0,7.0,60.0,7.0,7.0
44270.0,1.0,1.0,5.0,5.0,5.0,2.0,200.0,20.0,50.0,40.0,0.0,3.0,2.0,4.0,45.0,0.0,nan
44271.0,2.0,3.0,3.0,3.0,3.0,3.0,257.0,42.0,0.0,0.0,0.0,2.0,10.0,7.0,30.0,7.0,7.0
44272.0,2.0,2.0,2.0,1.0,5.0,1.0,428.0,0.0,0.0,257.0,0.0,2.0,10.0,5.0,180.0,5.0,5.0
44273.0,2.0,1.0,1.0,5.0,5.0,4.0,999999.0,999999.0,0.0,0.0,0.0,2.0,45.0,7.0,99999.0,999.0,nan
44274.0,1.0,1.0,1.0,2.0,1.0,2.0,500.0,100.0,300.0,50.0,50.0,2.0,10.0,7.0,30.0,4.0,4.0
44275.0,2.0,2.0,3.0,3.0,5.0,3.0,400.0,100.0,0.0,0.0,150.0,2.0,10.0,4.0,90.0,0.0,nan
44276.0,2.0,3.0,2.0,1.0,5.0,4.0,250.0,10.0,0.0,0.0,0.0,3.0,35.0,7.0,60.0,666.0,nan
44277.0,2.0,1.0,3.0,3.0,5.0,3.0,500.0,15.0,0.0,50.0,0.0,3.0,5.0,7.0,120.0,14.0,14.0
44278.0,2.0,1.0,4.0,4.0,5.0,1.0,494.0,0.0,0.0,0.0,0.0,4.0,20.0,2.0,20.0,0.0,nan
44279.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
44280.0,1.0,1.0,1.0,1.0,5.0,3.0,200.0,40.0,100.0,50.0,0.0,2.0,15.0,5.0,120.0,2.0,2.0
44281.0,1.0,2.0,2.0,3.0,5.0,3.0,642.0,0.0,85.0,12.0,0.0,3.0,10.0,7.0,60.0,7.0,7.0
44282.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
44283.0,2.0,5.0,1.0,4.0,5.0,2.0,400.0,100.0,100.0,50.0,10.0,4.0,5.0,2.0,90.0,2.0,2.0
44284.0,2.0,4.0,4.0,2.0,5.0,2.0,200.0,0.0,0.0,40.0,20.0,2.0,15.0,1.0,3.0,666.0,nan
44285.0,1.0,1.0,1.0,2.0,5.0,1.0,60.0,0.0,0.0,130.0,0.0,3.0,20.0,0.0,nan,666.0,nan
44286.0,2.0,1.0,1.0,1.0,5.0,1.0,428.0,64.0,60.0,45.0,30.0,2.0,5.0,7.0,180.0,10.0,10.0
44287.0,1.0,1.0,2.0,2.0,5.0,3.0,90.0,0.0,300.0,250.0,50.0,3.0,5.0,6.0,180.0,12.0,12.0
44288.0,2.0,3.0,4.0,3.0,5.0,3.0,400.0,0.0,0.0,42.0,0.0,2.0,15.0,7.0,60.0,0.0,nan
44289.0,2.0,1.0,5.0,1.0,5.0,1.0,300.0,0.0,150.0,100.0,100.0,4.0,nan,6.0,45.0,0.0,nan
44290.0,2.0,2.0,1.0,2.0,5.0,1.0,200.0,90.0,30.0,0.0,50.0,3.0,45.0,7.0,120.0,7.0,7.0
44291.0,1.0,2.0,3.0,2.0,2.0,2.0,500.0,0.0,100.0,200.0,60.0,1.0,10.0,4.0,90.0,0.0,nan
44292.0,1.0,1.0,1.0,3.0,2.0,4.0,1071.0,0.0,85.0,257.0,0.0,3.0,10.0,7.0,90.0,7.0,7.0
44293.0,2.0,4.0,2.0,1.0,5.0,1.0,400.0,50.0,50.0,50.0,0.0,1.0,10.0,4.0,60.0,0.0,nan
44294.0,2.0,1.0,1.0,1.0,5.0,1.0,400.0,0.0,0.0,999999.0,40.0,3.0,25.0,7.0,60.0,0.0,nan
44295.0,2.0,4.0,2.0,1.0,5.0,4.0,60.0,0.0,0.0,0.0,0.0,4.0,20.0,7.0,60.0,666.0,nan
44296.0,2.0,1.0,1.0,2.0,5.0,1.0,200.0,25.0,0.0,30.0,0.0,2.0,nan,7.0,30.0,7.0,7.0
44297.0,2.0,1.0,1.0,1.0,5.0,5.0,300.0,999999.0,999999.0,0.0,0.0,3.0,10.0,7.0,120.0,16.0,16.0
44298.0,2.0,2.0,2.0,2.0,5.0,2.0,999999.0,999999.0,999999.0,999999.0,999999.0,3.0,10.0,7.0,60.0,0.0,nan
44299.0,2.0,1.0,1.0,1.0,1.0,2.0,500.0,200.0,150.0,200.0,100.0,3.0,2.0,5.0,90.0,5.0,5.0
44300.0,2.0,4.0,1.0,5.0,5.0,1.0,500.0,0.0,272.0,0.0,0.0,1.0,120.0,7.0,120.0,14.0,14.0
44301.0,2.0,1.0,1.0,1.0,5.0,4.0,450.0,50.0,0.0,22.0,0.0,4.0,10.0,7.0,120.0,1.0,1.0
44302.0,2.0,1.0,1.0,1.0,5.0,5.0,300.0,0.0,0.0,0.0,0.0,2.0,30.0,7.0,45.0,666.0,nan
44303.0,1.0,1.0,1.0,1.0,1.0,1.0,857.0,85.0,200.0,250.0,0.0,2.0,5.0,5.0,60.0,5.0,5.0
44304.0,2.0,1.0,4.0,4.0,2.0,2.0,400.0,0.0,0.0,100.0,0.0,2.0,30.0,7.0,120.0,5.0,5.0
44305.0,1.0,1.0,1.0,2.0,3.0,1.0,200.0,75.0,300.0,150.0,50.0,2.0,120.0,7.0,120.0,11.0,11.0
